MESH_ID,CITY_CODE,POP2010,POP2020,POP2025,POP2030,POP2035,POP2040,POP2045,POP2050,INDEX2020,INDEX2025,INDEX2030,INDEX2035,INDEX2040,INDEX2045,INDEX2050,POP2010A,POP2020A,POP2025A,POP2030A,POP2035A,POP2040A,POP2045A,POP2050A,INDEX2020A,INDEX2025A,INDEX2030A,INDEX2035A,INDEX2040A,INDEX2045A,INDEX2050A,POP2010B,POP2020B,POP2025B,POP2030B,POP2035B,POP2040B,POP2045B,POP2050B,INDEX2020B,INDEX2025B,INDEX2030B,INDEX2035B,INDEX2040B,INDEX2045B,INDEX2050B,POP2010C,POP2020C,POP2025C,POP2030C,POP2035C,POP2040C,POP2045C,POP2050C,INDEX2020C,INDEX2025C,INDEX2030C,INDEX2035C,INDEX2040C,INDEX2045C,INDEX2050C,POP2010D,POP2020D,POP2025D,POP2030D,POP2035D,POP2040D,POP2045D,POP2050D,INDEX2020D,INDEX2025D,INDEX2030D,INDEX2035D,INDEX2040D,INDEX2045D,INDEX2050D,MeshArea,ClipArea
"53390149","14211",937.4100000000,916.2400000000,886.1200000000,847.8200000000,797.6700000000,740.1100000000,682.3800000000,630.2700000000,97.7420000000,94.5290000000,90.4430000000,85.0930000000,78.9530000000,72.7940000000,67.2350000000,87.7300000000,79.2900000000,75.7100000000,67.4900000000,64.0000000000,61.8100000000,57.7300000000,52.1800000000,90.3800000000,86.2990000000,76.9290000000,72.9510000000,70.4550000000,65.8040000000,59.4780000000,652.8500000000,502.5200000000,456.9400000000,422.9300000000,390.1600000000,351.4300000000,325.4900000000,298.2100000000,76.9730000000,69.9920000000,64.7820000000,59.7630000000,53.8300000000,49.8570000000,45.6780000000,196.8000000000,334.4300000000,353.4700000000,357.4000000000,343.5100000000,326.8500000000,299.1500000000,279.8600000000,169.9340000000,179.6090000000,181.6060000000,174.5480000000,166.0820000000,152.0070000000,142.2050000000,76.3200000000,136.7300000000,200.7600000000,232.4700000000,227.6800000000,215.0100000000,198.0600000000,189.4800000000,179.1540000000,263.0500000000,304.5990000000,298.3230000000,281.7220000000,259.5130000000,248.2700000000,1050237.240,833838.969
"53390152","14211",287.4100000000,279.3400000000,271.4500000000,258.2400000000,243.4300000000,226.3400000000,209.8400000000,196.8300000000,97.1920000000,94.4470000000,89.8510000000,84.6980000000,78.7520000000,73.0110000000,68.4840000000,41.3600000000,24.7400000000,23.3000000000,21.0900000000,19.5200000000,19.0800000000,18.3400000000,16.7500000000,59.8160000000,56.3350000000,50.9910000000,47.1950000000,46.1320000000,44.3420000000,40.4980000000,183.2200000000,150.2700000000,139.3100000000,133.5300000000,128.4600000000,119.2600000000,111.1800000000,101.7200000000,82.0160000000,76.0340000000,72.8800000000,70.1120000000,65.0910000000,60.6810000000,55.5180000000,62.8200000000,104.2800000000,108.7900000000,103.5500000000,95.3900000000,87.9200000000,80.2600000000,78.2100000000,165.9980000000,173.1770000000,164.8360000000,151.8470000000,139.9550000000,127.7620000000,124.4990000000,34.7000000000,39.5900000000,58.0700000000,73.7900000000,71.7000000000,60.4100000000,51.5400000000,49.4200000000,114.0920000000,167.3490000000,212.6510000000,206.6280000000,174.0920000000,148.5300000000,142.4210000000,1050130.727,353157.123
"53390153","14211",2742.1100000000,2739.6500000000,2676.0200000000,2584.8700000000,2472.2900000000,2341.7400000000,2208.4600000000,2082.5700000000,99.9100000000,97.5900000000,94.2660000000,90.1600000000,85.3990000000,80.5390000000,75.9480000000,365.1000000000,292.3500000000,264.1800000000,237.4800000000,224.5900000000,214.4700000000,201.1100000000,182.8600000000,80.0740000000,72.3580000000,65.0450000000,61.5150000000,58.7430000000,55.0840000000,50.0850000000,1799.4100000000,1579.6200000000,1503.5000000000,1445.3200000000,1322.0800000000,1207.0400000000,1117.6400000000,1046.3200000000,87.7850000000,83.5550000000,80.3220000000,73.4730000000,67.0800000000,62.1110000000,58.1480000000,577.6100000000,867.6600000000,908.3100000000,902.0000000000,925.5600000000,920.2200000000,889.6600000000,853.4100000000,150.2160000000,157.2530000000,156.1610000000,160.2400000000,159.3150000000,154.0240000000,147.7480000000,232.0200000000,400.2400000000,519.6700000000,587.7300000000,582.8600000000,543.5100000000,551.5600000000,559.0900000000,172.5020000000,223.9760000000,253.3100000000,251.2110000000,234.2510000000,237.7210000000,240.9660000000,1050130.727,1039746.748
"53390154","14211",8524.8000000000,8499.4400000000,8295.5900000000,8042.6900000000,7747.3700000000,7408.3600000000,7041.5600000000,6656.7500000000,99.7030000000,97.3110000000,94.3450000000,90.8800000000,86.9040000000,82.6010000000,78.0870000000,1138.2100000000,908.5700000000,863.2700000000,780.6800000000,730.4700000000,706.3500000000,672.6800000000,617.5000000000,79.8240000000,75.8450000000,68.5880000000,64.1770000000,62.0580000000,59.1000000000,54.2520000000,5526.5100000000,5070.5900000000,4834.4800000000,4542.8600000000,4195.8000000000,3838.3400000000,3572.9100000000,3375.0800000000,91.7500000000,87.4780000000,82.2010000000,75.9210000000,69.4530000000,64.6500000000,61.0710000000,1860.0800000000,2520.2900000000,2597.8500000000,2719.1500000000,2821.0700000000,2863.6200000000,2795.9700000000,2664.1600000000,135.4940000000,139.6630000000,146.1850000000,151.6640000000,153.9510000000,150.3150000000,143.2280000000,789.0100000000,1269.2200000000,1558.3300000000,1658.1800000000,1641.6200000000,1684.3800000000,1738.9000000000,1766.5900000000,160.8620000000,197.5040000000,210.1600000000,208.0610000000,213.4800000000,220.3900000000,223.9000000000,1050130.727,1034856.022
"53390155","14211",2559.7000000000,2510.8400000000,2446.7200000000,2362.4100000000,2260.4000000000,2153.4400000000,2039.0100000000,1922.7600000000,98.0910000000,95.5860000000,92.2920000000,88.3070000000,84.1290000000,79.6580000000,75.1170000000,289.3800000000,258.5600000000,223.8800000000,201.4200000000,186.8000000000,178.6600000000,168.3900000000,156.7200000000,89.3500000000,77.3650000000,69.6040000000,64.5520000000,61.7390000000,58.1900000000,54.1570000000,1696.7200000000,1523.1400000000,1476.2900000000,1403.8300000000,1283.3300000000,1134.6900000000,1021.0800000000,894.0500000000,89.7700000000,87.0080000000,82.7380000000,75.6360000000,66.8760000000,60.1800000000,52.6930000000,573.5600000000,729.0600000000,746.4700000000,757.0700000000,790.1800000000,839.9900000000,849.4600000000,872.0500000000,127.1110000000,130.1470000000,131.9950000000,137.7680000000,146.4520000000,148.1030000000,152.0420000000,232.0600000000,396.1500000000,466.1600000000,470.3300000000,462.1700000000,460.5300000000,483.3400000000,527.6400000000,170.7100000000,200.8790000000,202.6760000000,199.1600000000,198.4530000000,208.2820000000,227.3720000000,1050130.727,756132.884
"53390156","14211",4174.9900000000,4244.6100000000,4198.5900000000,4102.6000000000,3966.1100000000,3807.2200000000,3634.4100000000,3464.0100000000,101.6680000000,100.5650000000,98.2660000000,94.9970000000,91.1910000000,87.0520000000,82.9700000000,605.0300000000,516.6000000000,448.5600000000,410.4600000000,380.6400000000,358.7200000000,339.8200000000,320.8600000000,85.3840000000,74.1380000000,67.8410000000,62.9130000000,59.2900000000,56.1660000000,53.0320000000,2806.0400000000,2586.8100000000,2518.9400000000,2416.7200000000,2249.3700000000,2041.2400000000,1867.9600000000,1725.2200000000,92.1870000000,89.7680000000,86.1260000000,80.1620000000,72.7450000000,66.5690000000,61.4820000000,763.9200000000,1141.2500000000,1231.1500000000,1275.4900000000,1336.1800000000,1407.3700000000,1426.7300000000,1417.9700000000,149.3940000000,161.1620000000,166.9660000000,174.9110000000,184.2300000000,186.7640000000,185.6180000000,260.6500000000,544.9200000000,689.7700000000,768.6500000000,795.4800000000,791.7300000000,816.9400000000,880.5000000000,209.0620000000,264.6350000000,294.8970000000,305.1910000000,303.7520000000,313.4240000000,337.8090000000,1050130.727,652538.078
"53390157","14211",5634.4700000000,5516.3400000000,5386.6000000000,5217.8800000000,5004.4100000000,4776.7800000000,4538.2500000000,4305.7100000000,97.9030000000,95.6010000000,92.6060000000,88.8180000000,84.7780000000,80.5440000000,76.4170000000,747.2800000000,631.6100000000,541.3800000000,493.9900000000,460.8100000000,437.8100000000,419.9000000000,394.8200000000,84.5210000000,72.4470000000,66.1050000000,61.6650000000,58.5870000000,56.1900000000,52.8340000000,3586.0200000000,3221.1100000000,3134.6700000000,2995.0400000000,2812.5500000000,2551.8100000000,2301.8600000000,2129.3500000000,89.8240000000,87.4140000000,83.5200000000,78.4310000000,71.1600000000,64.1900000000,59.3790000000,1301.1700000000,1663.6000000000,1710.5100000000,1728.8000000000,1731.0000000000,1787.1500000000,1816.4800000000,1781.5400000000,127.8540000000,131.4590000000,132.8650000000,133.0340000000,137.3490000000,139.6040000000,136.9180000000,659.1600000000,841.0200000000,1012.7600000000,1089.7600000000,1084.2000000000,1053.9400000000,1032.4300000000,1096.2800000000,127.5900000000,153.6440000000,165.3260000000,164.4820000000,159.8910000000,156.6280000000,166.3150000000,1050130.727,774856.167
"53390158","14211",6005.5100000000,6048.8700000000,5999.1400000000,5895.8100000000,5710.9800000000,5510.9800000000,5297.5800000000,5072.3300000000,100.7220000000,99.8940000000,98.1730000000,95.0960000000,91.7650000000,88.2120000000,84.4610000000,893.1800000000,810.2900000000,646.3000000000,591.8700000000,549.8900000000,513.7100000000,484.5600000000,458.5000000000,90.7200000000,72.3590000000,66.2650000000,61.5650000000,57.5150000000,54.2510000000,51.3330000000,4013.6400000000,3698.9100000000,3760.1800000000,3629.8600000000,3379.5000000000,3073.0600000000,2758.3300000000,2550.1800000000,92.1580000000,93.6850000000,90.4380000000,84.2000000000,76.5650000000,68.7240000000,63.5380000000,1098.7200000000,1539.6500000000,1592.6600000000,1674.0800000000,1781.5900000000,1924.2100000000,2054.6500000000,2063.7200000000,140.1310000000,144.9560000000,152.3660000000,162.1510000000,175.1320000000,187.0040000000,187.8290000000,495.9000000000,731.6000000000,924.2300000000,1027.5900000000,1018.3800000000,1037.1100000000,1104.0000000000,1227.1100000000,147.5300000000,186.3740000000,207.2170000000,205.3600000000,209.1370000000,222.6260000000,247.4510000000,1050130.727,376658.958
"53390163","14211",1268.4400000000,1280.6200000000,1249.5400000000,1212.0100000000,1168.8100000000,1121.0500000000,1070.3300000000,1014.5900000000,100.9600000000,98.5100000000,95.5510000000,92.1450000000,88.3800000000,84.3820000000,79.9870000000,190.8100000000,133.8800000000,131.4300000000,117.1100000000,110.6100000000,108.9500000000,106.3700000000,96.3300000000,70.1640000000,68.8800000000,61.3750000000,57.9690000000,57.0990000000,55.7470000000,50.4850000000,826.0000000000,774.5400000000,737.5400000000,693.4200000000,648.3300000000,582.6600000000,541.3600000000,534.2200000000,93.7700000000,89.2910000000,83.9490000000,78.4900000000,70.5400000000,65.5400000000,64.6760000000,251.6100000000,372.1900000000,380.5900000000,401.4900000000,409.9000000000,429.4400000000,422.6100000000,383.9400000000,147.9230000000,151.2620000000,159.5680000000,162.9110000000,170.6770000000,167.9620000000,152.5930000000,98.9000000000,172.0800000000,242.7600000000,249.4700000000,237.3200000000,245.0200000000,251.6800000000,268.8500000000,173.9940000000,245.4600000000,252.2450000000,239.9600000000,247.7450000000,254.4790000000,271.8400000000,1050024.191,87164.772
"53390164","14211",5836.0500000000,5860.7600000000,5738.3700000000,5569.6300000000,5353.9300000000,5120.9300000000,4878.7900000000,4627.6100000000,100.4230000000,98.3260000000,95.4350000000,91.7390000000,87.7470000000,83.5970000000,79.2940000000,880.6700000000,663.1300000000,577.6300000000,525.5100000000,490.8800000000,472.9600000000,454.9700000000,424.3400000000,75.2980000000,65.5900000000,59.6720000000,55.7390000000,53.7050000000,51.6620000000,48.1840000000,3781.4500000000,3516.8900000000,3428.9200000000,3237.1300000000,2984.3300000000,2691.6800000000,2503.6700000000,2358.6200000000,93.0040000000,90.6770000000,85.6060000000,78.9200000000,71.1810000000,66.2090000000,62.3730000000,1173.9000000000,1680.7300000000,1731.8100000000,1807.0000000000,1878.6900000000,1956.2700000000,1920.1200000000,1844.6500000000,143.1750000000,147.5260000000,153.9310000000,160.0380000000,166.6470000000,163.5680000000,157.1390000000,503.8500000000,796.3900000000,1043.8900000000,1122.3300000000,1091.0000000000,1103.1200000000,1147.9200000000,1220.3900000000,158.0610000000,207.1830000000,222.7510000000,216.5330000000,218.9380000000,227.8300000000,242.2130000000,1050024.191,7611.832
"53390220","14361",902.2900000000,818.7800000000,778.3400000000,736.6500000000,692.8800000000,646.6900000000,605.8500000000,568.2500000000,90.7450000000,86.2630000000,81.6420000000,76.7910000000,71.6720000000,67.1460000000,62.9790000000,97.4800000000,78.1500000000,72.0800000000,67.0700000000,64.5800000000,61.9700000000,57.7500000000,51.5100000000,80.1700000000,73.9430000000,68.8040000000,66.2490000000,63.5720000000,59.2430000000,52.8420000000,511.8700000000,417.3400000000,402.6900000000,378.7300000000,362.9200000000,324.1200000000,308.0200000000,294.5700000000,81.5320000000,78.6700000000,73.9890000000,70.9010000000,63.3210000000,60.1750000000,57.5480000000,292.9700000000,323.2200000000,303.4800000000,290.7700000000,265.3200000000,260.5300000000,240.0100000000,222.1200000000,110.3250000000,103.5870000000,99.2490000000,90.5620000000,88.9270000000,81.9230000000,75.8170000000,188.9000000000,169.7100000000,193.2000000000,205.6000000000,183.0000000000,167.0500000000,148.2800000000,153.6900000000,89.8410000000,102.2760000000,108.8410000000,96.8770000000,88.4330000000,78.4970000000,81.3610000000,1050450.200,239391.806
"53390230","14211",5090.0900000000,5018.8500000000,4870.5200000000,4664.3100000000,4433.0300000000,4173.0300000000,3914.7900000000,3671.2900000000,98.6000000000,95.6860000000,91.6350000000,87.0910000000,81.9830000000,76.9100000000,72.1260000000,553.9000000000,458.5200000000,456.3700000000,402.9100000000,370.8400000000,355.9100000000,336.1000000000,304.9900000000,82.7800000000,82.3920000000,72.7410000000,66.9510000000,64.2550000000,60.6790000000,55.0620000000,3426.5200000000,2851.6300000000,2689.1400000000,2533.4200000000,2400.6600000000,2177.9200000000,1993.9700000000,1889.3300000000,83.2220000000,78.4800000000,73.9360000000,70.0610000000,63.5610000000,58.1920000000,55.1380000000,1109.6000000000,1708.7000000000,1725.0700000000,1727.9700000000,1661.5500000000,1639.2400000000,1584.7700000000,1476.9400000000,153.9920000000,155.4680000000,155.7290000000,149.7430000000,147.7330000000,142.8240000000,133.1060000000,355.2400000000,796.4900000000,1067.8100000000,1154.4300000000,1079.4500000000,1029.0300000000,966.1200000000,978.9200000000,224.2120000000,300.5880000000,324.9720000000,303.8650000000,289.6720000000,271.9630000000,275.5660000000,1050343.732,1050328.779
